"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2010","11a","Schuyler","Under 1000","1"
"2010","11a","Schuyler","1000-1499","1"
"2010","11a","Schuyler","1500-1999","3"
"2010","11a","Schuyler","2000-2499","7"
"2010","11a","Schuyler","2500-2999","24"
"2010","11a","Schuyler","3000-3499","61"
"2010","11a","Schuyler","Unknown","0"
"2010","11a","Seneca","3500+","181"
"2010","11a","Seneca","3000-3499","139"
"2010","11a","Seneca","2500-2999","59"
"2010","11a","Seneca","2000-2499","8"
"2010","11a","Seneca","1500-1999","3"
"2010","11a","Seneca","1000-1499","4"
"2010","11a","Seneca","Under 1000","2"
"2010","11a","Seneca","Total","396"
"2010","11a","Seneca","Unknown","0"
"2010","11a","Steuben","Unknown","0"
"2010","11a","Steuben","3000-3499","413"
"2010","11a","Steuben","2500-2999","203"
"2010","11a","Steuben","2000-2499","45"
"2010","11a","Steuben","1500-1999","12"
"2010","11a","Steuben","1000-1499","8"
"2010","11a","Steuben","Under 1000","7"
"2010","11a","Steuben","Total","1,173"
"2010","11a","Steuben","3500+","485"
"2010","11a","St Lawrence","3500+","479"
"2010","11a","St Lawrence","Total","1,222"
"2010","11a","St Lawrence","Under 1000","8"
"2010","11a","St Lawrence","1000-1499","8"
"2010","11a","St Lawrence","1500-1999","17"
"2010","11a","St Lawrence","2000-2499","54"
"2010","11a","St Lawrence","2500-2999","190"
"2010","11a","St Lawrence","3000-3499","422"
"2010","11a","St Lawrence","Unknown","44"
"2010","11a","Suffolk","Unknown","3"
"2010","11a","Suffolk","3000-3499","6,481"
"2010","11a","Suffolk","2500-2999","2,922"
"2010","11a","Suffolk","2000-2499","810"
"2010","11a","Suffolk","1500-1999","272"
"2010","11a","Suffolk","1000-1499","108"
"2010","11a","Suffolk","Under 1000","119"
"2010","11a","Suffolk","Total","16,805"
"2010","11a","Suffolk","3500+","6,090"
"2010","11a","Sullivan","Under 1000","12"
"2010","11a","Sullivan","1000-1499","9"
"2010","11a","Sullivan","1500-1999","12"
"2010","11a","Sullivan","2000-2499","51"
"2010","11a","Sullivan","2500-2999","145"
"2010","11a","Sullivan","3000-3499","323"
"2010","11a","Sullivan","3500+","277"
"2010","11a","Sullivan","Unknown","2"
"2010","11a","Sullivan","Total","831"
"2010","11a","Tioga","Unknown","0"
"2010","11a","Tioga","3000-3499","156"
"2010","11a","Tioga","2500-2999","52"
"2010","11a","Tioga","2000-2499","21"
"2010","11a","Tioga","1500-1999","6"
"2010","11a","Tioga","1000-1499","2"
"2010","11a","Tioga","Under 1000","3"
"2010","11a","Tioga","Total","440"
"2010","11a","Tioga","3500+","200"
"2010","11a","Tompkins","3500+","318"
"2010","11a","Tompkins","2500-2999","115"
"2010","11a","Tompkins","2000-2499","29"
"2010","11a","Tompkins","1500-1999","18"
"2010","11a","Tompkins","1000-1499","8"
"2010","11a","Tompkins","Under 1000","9"
"2010","11a","Tompkins","Total","831"
"2010","11a","Tompkins","Unknown","1"
"2010","11a","Tompkins","3000-3499","333"
"2010","11a","Ulster","Under 1000","8"
"2010","11a","Ulster","1000-1499","10"
"2010","11a","Ulster","1500-1999","26"
"2010","11a","Ulster","2000-2499","80"
"2010","11a","Ulster","2500-2999","234"
"2010","11a","Ulster","3000-3499","612"
"2010","11a","Ulster","3500+","722"
"2010","11a","Ulster","Unknown","1"
"2010","11a","Ulster","Total","1,693"
"2010","11a","Warren","3000-3499","230"
"2010","11a","Warren","Total","611"
"2010","11a","Warren","Under 1000","3"
"2010","11a","Warren","1000-1499","5"
"2010","11a","Warren","1500-1999","10"
"2010","11a","Warren","2000-2499","20"
"2010","11a","Warren","2500-2999","83"
"2010","11a","Warren","3500+","260"
"2010","11a","Warren","Unknown","0"
"2010","11a","Washington","Total","604"
"2010","11a","Washington","Unknown","0"
"2010","11a","Washington","3500+","258"
"2010","11a","Washington","3000-3499","219"
"2010","11a","Washington","2500-2999","67"
"2010","11a","Washington","2000-2499","30"
"2010","11a","Washington","1500-1999","13"
"2010","11a","Washington","1000-1499","12"
"2010","11a","Washington","Under 1000","5"
"2010","11a","Wayne","Total","968"
"2010","11a","Wayne","Unknown","1"
"2010","11a","Wayne","3500+","422"
"2010","11a","Wayne","3000-3499","324"
"2010","11a","Wayne","2500-2999","152"
"2010","11a","Wayne","2000-2499","42"
"2010","11a","Wayne","1500-1999","12"
"2010","11a","Wayne","1000-1499","6"
"2010","11a","Wayne","Under 1000","9"
"2010","11a","Westchester","3500+","3,734"
"2010","11a","Westchester","Unknown","0"
"2010","11a","Westchester","Total","11,104"
"2010","11a","Westchester","Under 1000","83"
"2010","11a","Westchester","1000-1499","87"
"2010","11a","Westchester","1500-1999","191"
"2010","11a","Westchester","2000-2499","597"
"2010","11a","Westchester","2500-2999","1,987"
"2010","11a","Westchester","3000-3499","4,425"
"2010","11a","Wyoming","2500-2999","66"
"2010","11a","Wyoming","3000-3499","143"
"2010","11a","Wyoming","3500+","164"
"2010","11a","Wyoming","Total","394"
"2010","11a","Wyoming","Under 1000","2"
"2010","11a","Wyoming","1000-1499","3"
"2010","11a","Wyoming","Unknown","0"
"2010","11a","Wyoming","1500-1999","5"
"2010","11a","Wyoming","2000-2499","11"
"2010","11a","Yates","Total","312"
"2010","11a","Yates","Unknown","2"
"2010","11a","Yates","3500+","144"
"2010","11a","Yates","3000-3499","113"
"2010","11a","Yates","2500-2999","33"
"2010","11a","Yates","2000-2499","9"
"2010","11a","Yates","1500-1999","6"
"2010","11a","Yates","1000-1499","4"
"2010","11a","Yates","Under 1000","1"
"2009","11a","Albany","2000-2499","161"
"2009","11a","Albany","Total","3,176"
"2009","11a","Albany","Under 1000","34"
"2009","11a","Albany","1000-1499","26"
"2009","11a","Albany","1500-1999","60"
"2009","11a","Albany","2500-2999","511"
"2009","11a","Albany","3000-3499","1,151"
"2009","11a","Albany","3500+","1,233"
"2009","11a","Albany","Unknown","0"
"2009","11a","Allegany","Total","521"
"2009","11a","Allegany","Under 1000","1"
"2009","11a","Allegany","1000-1499","3"
"2009","11a","Allegany","1500-1999","9"
"2009","11a","Allegany","2000-2499","26"
"2009","11a","Allegany","2500-2999","94"
"2009","11a","Allegany","3000-3499","201"
"2009","11a","Allegany","3500+","184"
"2009","11a","Allegany","Unknown","3"
"2009","11a","Bronx","Unknown","1"
"2009","11a","Bronx","3500+","6,982"
"2009","11a","Bronx","3000-3499","8,966"
"2009","11a","Bronx","Total","23,000"
"2009","11a","Bronx","Under 1000","237"
"2009","11a","Bronx","2500-2999","4,774"
"2009","11a","Bronx","2000-2499","1,410"
"2009","11a","Bronx","1500-1999","420"
"2009","11a","Bronx","1000-1499","210"
"2009","11a","Broome","Total","2,061"
"2009","11a","Broome","Under 1000","21"
"2009","11a","Broome","1000-1499","12"
"2009","11a","Broome","1500-1999","18"
"2009","11a","Broome","2000-2499","91"
"2009","11a","Broome","2500-2999","345"
"2009","11a","Broome","3000-3499","782"
"2009","11a","Broome","3500+","788"
"2009","11a","Broome","Unknown","4"
"2009","11a","Cattaraugus","2000-2499","40"
"2009","11a","Cattaraugus","Total","978"
"2009","11a","Cattaraugus","Under 1000","7"
"2009","11a","Cattaraugus","1000-1499","8"
"2009","11a","Cattaraugus","1500-1999","14"
"2009","11a","Cattaraugus","2500-2999","136"
"2009","11a","Cattaraugus","3000-3499","357"
"2009","11a","Cattaraugus","3500+","321"
"2009","11a","Cattaraugus","Unknown","95"
"2009","11a","Cayuga","Total","812"
"2009","11a","Cayuga","Under 1000","3"
"2009","11a","Cayuga","1000-1499","8"
"2009","11a","Cayuga","1500-1999","6"
"2009","11a","Cayuga","2000-2499","23"
"2009","11a","Cayuga","2500-2999","144"
"2009","11a","Cayuga","3000-3499","284"
"2009","11a","Cayuga","3500+","343"
"2009","11a","Cayuga","Unknown","1"
"2009","11a","Chautauqua","Total","1,442"
"2009","11a","Chautauqua","Under 1000","5"
"2009","11a","Chautauqua","1000-1499","9"
"2009","11a","Chautauqua","1500-1999","25"
"2009","11a","Chautauqua","2000-2499","72"
"2009","11a","Chautauqua","2500-2999","276"
"2009","11a","Chautauqua","3000-3499","534"
"2009","11a","Chautauqua","3500+","498"
"2009","11a","Chautauqua","Unknown","23"
"2009","11a","Chemung","Total","978"
"2009","11a","Chemung","Unknown","1"
"2009","11a","Chemung","Under 1000","6"
"2009","11a","Chemung","1000-1499","14"
"2009","11a","Chemung","1500-1999","22"
"2009","11a","Chemung","2000-2499","56"
"2009","11a","Chemung","2500-2999","142"
"2009","11a","Chemung","3000-3499","344"
"2009","11a","Chemung","3500+","393"
"2009","11a","Chenango","Total","524"
"2009","11a","Chenango","Unknown","1"
"2009","11a","Chenango","3500+","224"
"2009","11a","Chenango","3000-3499","202"
"2009","11a","Chenango","2500-2999","67"
"2009","11a","Chenango","2000-2499","16"
"2009","11a","Chenango","1500-1999","10"
"2009","11a","Chenango","1000-1499","1"
"2009","11a","Chenango","Under 1000","3"
"2009","11a","Clinton","Total","787"
"2009","11a","Clinton","3500+","326"
"2009","11a","Clinton","3000-3499","284"
"2009","11a","Clinton","2500-2999","119"
"2009","11a","Clinton","2000-2499","38"
"2009","11a","Clinton","1500-1999","15"
"2009","11a","Clinton","1000-1499","3"
"2009","11a","Clinton","Under 1000","1"
"2009","11a","Clinton","Unknown","1"
"2009","11a","Columbia","Unknown","3"
"2009","11a","Columbia","Total","565"
"2009","11a","Columbia","Under 1000","7"
"2009","11a","Columbia","1000-1499","4"
"2009","11a","Columbia","1500-1999","3"
"2009","11a","Columbia","2000-2499","39"
"2009","11a","Columbia","2500-2999","81"
"2009","11a","Columbia","3000-3499","220"
"2009","11a","Columbia","3500+","208"
"2009","11a","Cortland","1000-1499","6"
"2009","11a","Cortland","Total","556"
"2009","11a","Cortland","Unknown","0"
"2009","11a","Cortland","3500+","224"
"2009","11a","Cortland","3000-3499","198"
"2009","11a","Cortland","2500-2999","82"
"2009","11a","Cortland","2000-2499","30"
"2009","11a","Cortland","1500-1999","6"
"2009","11a","Cortland","Under 1000","10"
"2009","11a","Delaware","2500-2999","62"
"2009","11a","Delaware","Total","458"
"2009","11a","Delaware","Under 1000","1"
"2009","11a","Delaware","1000-1499","6"
"2009","11a","Delaware","1500-1999","13"
"2009","11a","Delaware","2000-2499","20"
"2009","11a","Delaware","3000-3499","169"
"2009","11a","Delaware","3500+","187"
"2009","11a","Delaware","Unknown","0"
"2009","11a","Dutchess","Total","2,917"
"2009","11a","Dutchess","Unknown","2"
"2009","11a","Dutchess","3500+","1,177"
"2009","11a","Dutchess","3000-3499","1,082"
"2009","11a","Dutchess","2500-2999","449"
"2009","11a","Dutchess","2000-2499","115"
"2009","11a","Dutchess","1500-1999","47"
"2009","11a","Dutchess","1000-1499","22"
"2009","11a","Dutchess","Under 1000","23"
"2009","11a","Erie","Total","9,797"
"2009","11a","Erie","Under 1000","88"
"2009","11a","Erie","1000-1499","81"
"2009","11a","Erie","1500-1999","168"
"2009","11a","Erie","2000-2499","435"
"2009","11a","Erie","2500-2999","1,746"
"2009","11a","Erie","3000-3499","3,758"
"2009","11a","Erie","3500+","3,515"
"2009","11a","Erie","Unknown","6"
"2009","11a","Essex","Under 1000","6"
"2009","11a","Essex","Unknown","1"
"2009","11a","Essex","3500+","133"
"2009","11a","Essex","3000-3499","117"
"2009","11a","Essex","2500-2999","65"
"2009","11a","Essex","2000-2499","20"
"2009","11a","Essex","1500-1999","9"
"2009","11a","Essex","1000-1499","0"
"2009","11a","Essex","Total","351"
"2009","11a","Franklin","3500+","184"
"2009","11a","Franklin","3000-3499","179"
"2009","11a","Franklin","2500-2999","117"
"2009","11a","Franklin","2000-2499","25"
"2009","11a","Franklin","Unknown","1"
"2009","11a","Franklin","1500-1999","7"
"2009","11a","Franklin","1000-1499","1"
"2009","11a","Franklin","Under 1000","0"
"2009","11a","Franklin","Total","514"
"2009","11a","Fulton","1000-1499","4"
"2009","11a","Fulton","Total","556"
"2009","11a","Fulton","Unknown","0"
"2009","11a","Fulton","3500+","236"
"2009","11a","Fulton","3000-3499","189"
"2009","11a","Fulton","2500-2999","96"
"2009","11a","Fulton","2000-2499","26"
"2009","11a","Fulton","1500-1999","3"
"2009","11a","Fulton","Under 1000","2"
"2009","11a","Genesee","Unknown","0"
"2009","11a","Genesee","Total","657"
"2009","11a","Genesee","Under 1000","1"
"2009","11a","Genesee","1000-1499","7"
"2009","11a","Genesee","1500-1999","9"
"2009","11a","Genesee","2000-2499","27"
"2009","11a","Genesee","2500-2999","91"
"2009","11a","Genesee","3000-3499","224"
"2009","11a","Genesee","3500+","298"
"2009","11a","Greene","Under 1000","1"
"2009","11a","Greene","Total","442"
"2009","11a","Greene","Unknown","0"
"2009","11a","Greene","3500+","161"
"2009","11a","Greene","3000-3499","154"
"2009","11a","Greene","2500-2999","83"
"2009","11a","Greene","2000-2499","21"
"2009","11a","Greene","1500-1999","15"
"2009","11a","Greene","1000-1499","7"
"2009","11a","Hamilton","1000-1499","0"
"2009","11a","Hamilton","Total","40"
"2009","11a","Hamilton","Unknown","0"
"2009","11a","Hamilton","3500+","14"
"2009","11a","Hamilton","3000-3499","14"
"2009","11a","Hamilton","2500-2999","9"
"2009","11a","Hamilton","2000-2499","3"
"2009","11a","Hamilton","1500-1999","0"
"2009","11a","Hamilton","Under 1000","0"
"2009","11a","Herkimer","Unknown","3"
"2009","11a","Herkimer","Total","671"
"2009","11a","Herkimer","Under 1000","9"
"2009","11a","Herkimer","1000-1499","4"
"2009","11a","Herkimer","1500-1999","13"
"2009","11a","Herkimer","2000-2499","26"
"2009","11a","Herkimer","2500-2999","84"
"2009","11a","Herkimer","3000-3499","218"
"2009","11a","Herkimer","3500+","314"
"2009","11a","Jefferson","Under 1000","12"
"2009","11a","Jefferson","Total","1,995"
"2009","11a","Jefferson","Unknown","3"
"2009","11a","Jefferson","3500+","788"
"2009","11a","Jefferson","3000-3499","728"
"2009","11a","Jefferson","2500-2999","337"
"2009","11a","Jefferson","2000-2499","76"
"2009","11a","Jefferson","1500-1999","30"
"2009","11a","Jefferson","1000-1499","21"
"2009","11a","Kings","3500+","13,037"
"2009","11a","Kings","Total","42,101"
"2009","11a","Kings","Under 1000","265"
"2009","11a","Kings","1000-1499","385"
"2009","11a","Kings","1500-1999","710"
"2009","11a","Kings","2000-2499","2,197"
"2009","11a","Kings","2500-2999","8,530"
"2009","11a","Kings","3000-3499","16,975"
"2009","11a","Kings","Unknown","2"
"2009","11a","Lewis","Unknown","9"
"2009","11a","Lewis","Under 1000","0"
"2009","11a","Lewis","1000-1499","2"
"2009","11a","Lewis","1500-1999","3"
"2009","11a","Lewis","2000-2499","10"
"2009","11a","Lewis","2500-2999","54"
"2009","11a","Lewis","3000-3499","124"
"2009","11a","Lewis","3500+","149"
"2009","11a","Lewis","Total","351"
"2009","11a","Livingston","Under 1000","2"
"2009","11a","Livingston","Unknown","0"
"2009","11a","Livingston","3500+","267"
"2009","11a","Livingston","3000-3499","185"
"2009","11a","Livingston","2500-2999","89"
"2009","11a","Livingston","2000-2499","22"
"2009","11a","Livingston","1500-1999","7"
"2009","11a","Livingston","1000-1499","2"
"2009","11a","Livingston","Total","574"
"2009","11a","Madison","Unknown","0"
"2009","11a","Madison","Total","680"
"2009","11a","Madison","Under 1000","3"
"2009","11a","Madison","1000-1499","5"
"2009","11a","Madison","1500-1999","14"
"2009","11a","Madison","2000-2499","17"
"2009","11a","Madison","2500-2999","119"
"2009","11a","Madison","3000-3499","246"
"2009","11a","Madison","3500+","276"
"2009","11a","Monroe","3500+","3,206"
"2009","11a","Monroe","Total","8,580"
"2009","11a","Monroe","Under 1000","84"
"2009","11a","Monroe","1000-1499","73"
"2009","11a","Monroe","1500-1999","130"
"2009","11a","Monroe","2000-2499","453"
"2009","11a","Monroe","2500-2999","1,449"
"2009","11a","Monroe","3000-3499","3,185"
"2009","11a","Monroe","Unknown","0"
"2009","11a","Montgomery","3500+","238"
"2009","11a","Montgomery","Total","611"
"2009","11a","Montgomery","Under 1000","2"
"2009","11a","Montgomery","1000-1499","5"
"2009","11a","Montgomery","1500-1999","7"
"2009","11a","Montgomery","2000-2499","20"
"2009","11a","Montgomery","2500-2999","93"
"2009","11a","Montgomery","3000-3499","241"
"2009","11a","Montgomery","Unknown","5"
"2009","11a","Nassau","Total","14,683"
"2009","11a","Nassau","Unknown","2"
"2009","11a","Nassau","3500+","5,020"
"2009","11a","Nassau","3000-3499","5,758"
"2009","11a","Nassau","2500-2999","2,659"
"2009","11a","Nassau","2000-2499","776"
"2009","11a","Nassau","1500-1999","266"
"2009","11a","Nassau","1000-1499","110"
"2009","11a","Nassau","Under 1000","92"
"2009","11a","New York","Unknown","1"
"2009","11a","New York","3500+","6,280"
"2009","11a","New York","3000-3499","8,122"
"2009","11a","New York","2500-2999","3,967"
"2009","11a","New York","2000-2499","1,142"
"2009","11a","New York","1500-1999","375"
"2009","11a","New York","1000-1499","152"
"2009","11a","New York","Under 1000","128"
"2009","11a","New York","Total","20,167"
"2009","11a","New York City","3500+","37,628"
"2009","11a","New York City","Total","121,745"
"2009","11a","New York City","Under 1000","885"
"2009","11a","New York City","1000-1499","1,038"
"2009","11a","New York City","1500-1999","2,092"
"2009","11a","New York City","2000-2499","6,571"
"2009","11a","New York City","2500-2999","24,647"
"2009","11a","New York City","3000-3499","48,879"
"2009","11a","New York City","Unknown","5"
"2009","11a","New York State","Total","246,592"
"2009","11a","New York State","Unknown","232"
"2009","11a","New York State","3500+","84,122"
"2009","11a","New York State","3000-3499","96,160"
"2009","11a","New York State","2500-2999","45,852"
"2009","11a","New York State","2000-2499","12,400"
"2009","11a","New York State","1500-1999","4,063"
"2009","11a","New York State","1000-1499","1,961"
"2009","11a","New York State","Under 1000","1,802"
"2009","11a","Niagara","Total","2,305"
"2009","11a","Niagara","3500+","873"
"2009","11a","Niagara","3000-3499","842"
"2009","11a","Niagara","2500-2999","397"
"2009","11a","Niagara","2000-2499","108"
"2009","11a","Niagara","1500-1999","41"
"2009","11a","Niagara","1000-1499","19"
"2009","11a","Niagara","Under 1000","25"
"2009","11a","Niagara","Unknown","0"
"2009","11a","Oneida","Total","2,633"
"2009","11a","Oneida","Unknown","1"
"2009","11a","Oneida","3500+","1,017"
"2009","11a","Oneida","3000-3499","929"
"2009","11a","Oneida","2500-2999","480"
"2009","11a","Oneida","2000-2499","126"
"2009","11a","Oneida","1500-1999","36"
"2009","11a","Oneida","1000-1499","20"
"2009","11a","Oneida","Under 1000","24"
"2009","11a","Onondaga","Total","5,479"
"2009","11a","Onondaga","Under 1000","53"
"2009","11a","Onondaga","1000-1499","42"
"2009","11a","Onondaga","1500-1999","87"
"2009","11a","Onondaga","2000-2499","270"
"2009","11a","Onondaga","2500-2999","930"
"2009","11a","Onondaga","3000-3499","1,968"
"2009","11a","Onondaga","3500+","2,127"
"2009","11a","Onondaga","Unknown","2"
"2009","11a","Ontario","Total","1,051"
"2009","11a","Ontario","Under 1000","6"
"2009","11a","Ontario","1000-1499","3"
"2009","11a","Ontario","1500-1999","14"
"2009","11a","Ontario","2000-2499","36"
"2009","11a","Ontario","2500-2999","159"
"2009","11a","Ontario","3000-3499","395"
"2009","11a","Ontario","3500+","438"
"2009","11a","Ontario","Unknown","0"
"2009","11a","Orange","Total","5,062"
"2009","11a","Orange","Under 1000","31"
"2009","11a","Orange","1000-1499","31"
"2009","11a","Orange","1500-1999","59"
"2009","11a","Orange","2000-2499","236"
"2009","11a","Orange","2500-2999","881"
"2009","11a","Orange","3000-3499","2,004"
"2009","11a","Orange","3500+","1,818"
"2009","11a","Orange","Unknown","2"
"2009","11a","Orleans","Total","441"
"2009","11a","Orleans","Under 1000","3"
"2009","11a","Orleans","1000-1499","3"
"2009","11a","Orleans","1500-1999","11"
"2009","11a","Orleans","2000-2499","18"
"2009","11a","Orleans","2500-2999","65"
"2009","11a","Orleans","3000-3499","171"
"2009","11a","Orleans","3500+","168"
"2009","11a","Orleans","Unknown","2"
"2009","11a","Oswego","Total","1,409"
"2009","11a","Oswego","Under 1000","11"
"2009","11a","Oswego","1000-1499","5"
"2009","11a","Oswego","1500-1999","14"
"2009","11a","Oswego","2000-2499","45"
"2009","11a","Oswego","2500-2999","214"
"2009","11a","Oswego","3000-3499","533"
"2009","11a","Oswego","3500+","584"
"2009","11a","Oswego","Unknown","3"
"2009","11a","Otsego","Total","484"
"2009","11a","Otsego","Under 1000","5"
"2009","11a","Otsego","1000-1499","5"
"2009","11a","Otsego","1500-1999","6"
"2009","11a","Otsego","2000-2499","17"
"2009","11a","Otsego","2500-2999","70"
"2009","11a","Otsego","3000-3499","163"
"2009","11a","Otsego","3500+","218"
"2009","11a","Otsego","Unknown","0"
"2009","11a","Putnam","Total","894"
"2009","11a","Putnam","Under 1000","6"
"2009","11a","Putnam","1000-1499","8"
"2009","11a","Putnam","1500-1999","12"
"2009","11a","Putnam","2000-2499","34"
"2009","11a","Putnam","2500-2999","137"
"2009","11a","Putnam","3000-3499","357"
"2009","11a","Putnam","3500+","340"
"2009","11a","Putnam","Unknown","0"
"2009","11a","Queens","Total","30,748"
"2009","11a","Queens","Under 1000","216"
"2009","11a","Queens","1000-1499","240"
"2009","11a","Queens","1500-1999","485"
"2009","11a","Queens","2000-2499","1,534"
"2009","11a","Queens","2500-2999","6,290"
"2009","11a","Queens","3000-3499","12,587"
"2009","11a","Queens","3500+","9,396"
"2009","11a","Queens","Unknown","0"
"2009","11a","Rensselaer","Total","1,772"
"2009","11a","Rensselaer","Under 1000","16"
"2009","11a","Rensselaer","1000-1499","9"
"2009","11a","Rensselaer","1500-1999","19"
"2009","11a","Rensselaer","2000-2499","71"
"2009","11a","Rensselaer","2500-2999","268"
"2009","11a","Rensselaer","3000-3499","633"
"2009","11a","Rensselaer","3500+","755"
"2009","11a","Rensselaer","Unknown","1"
"2009","11a","Rest of State","Unknown","227"
"2009","11a","Rest of State","3500+","46,494"
"2009","11a","Rest of State","3000-3499","47,281"
"2009","11a","Rest of State","2500-2999","21,205"
"2009","11a","Rest of State","2000-2499","5,829"
"2009","11a","Rest of State","1500-1999","1,971"
"2009","11a","Rest of State","1000-1499","923"
"2009","11a","Rest of State","Under 1000","917"
"2009","11a","Rest of State","Total","124,847"
"2009","11a","Richmond","Unknown","1"
"2009","11a","Richmond","3500+","1,933"
"2009","11a","Richmond","3000-3499","2,229"
"2009","11a","Richmond","2500-2999","1,086"
"2009","11a","Richmond","2000-2499","288"
"2009","11a","Richmond","1500-1999","102"
"2009","11a","Richmond","1000-1499","51"
"2009","11a","Richmond","Under 1000","39"
"2009","11a","Richmond","Total","5,729"
"2009","11a","Rockland","Unknown","1"
"2009","11a","Rockland","3500+","1,706"
"2009","11a","Rockland","3000-3499","1,760"
"2009","11a","Rockland","2500-2999","797"
"2009","11a","Rockland","2000-2499","180"
"2009","11a","Rockland","1500-1999","58"
"2009","11a","Rockland","1000-1499","33"
"2009","11a","Rockland","Under 1000","25"
"2009","11a","Rockland","Total","4,560"
"2009","11a","Saratoga","Total","2,222"
"2009","11a","Saratoga","Unknown","0"
"2009","11a","Saratoga","3500+","903"
"2009","11a","Saratoga","3000-3499","845"
"2009","11a","Saratoga","2500-2999","317"
"2009","11a","Saratoga","2000-2499","96"
"2009","11a","Saratoga","1500-1999","28"
"2009","11a","Saratoga","1000-1499","17"
"2009","11a","Saratoga","Under 1000","16"
"2009","11a","Schenectady","3500+","671"
"2009","11a","Schenectady","3000-3499","669"
"2009","11a","Schenectady","2500-2999","297"
"2009","11a","Schenectady","2000-2499","98"
"2009","11a","Schenectady","1500-1999","32"
"2009","11a","Schenectady","1000-1499","15"
"2009","11a","Schenectady","Under 1000","16"
"2009","11a","Schenectady","Total","1,799"
"2009","11a","Schenectady","Unknown","1"
"2009","11a","Schoharie","Total","279"
"2009","11a","Schoharie","3500+","107"
"2009","11a","Schoharie","3000-3499","110"
"2009","11a","Schoharie","2500-2999","43"
"2009","11a","Schoharie","2000-2499","12"
"2009","11a","Schoharie","1500-1999","4"
"2009","11a","Schoharie","1000-1499","0"
"2009","11a","Schoharie","Under 1000","3"
"2009","11a","Schoharie","Unknown","0"
"2009","11a","Schuyler","Total","158"
"2009","11a","Schuyler","Under 1000","0"
"2009","11a","Schuyler","1000-1499","1"
"2009","11a","Schuyler","1500-1999","6"
"2009","11a","Schuyler","2000-2499","6"
"2009","11a","Schuyler","2500-2999","24"
"2009","11a","Schuyler","3000-3499","59"
"2009","11a","Schuyler","3500+","62"
"2009","11a","Schuyler","Unknown","0"
"2009","11a","Seneca","Unknown","0"
"2009","11a","Seneca","Total","370"
"2009","11a","Seneca","Under 1000","2"
"2009","11a","Seneca","1000-1499","0"
"2009","11a","Seneca","1500-1999","5"
"2009","11a","Seneca","2000-2499","12"
"2009","11a","Seneca","2500-2999","55"
"2009","11a","Seneca","3000-3499","119"
"2009","11a","Seneca","3500+","177"
"2009","11a","Steuben","Total","1,118"
"2009","11a","Steuben","Unknown","2"
"2009","11a","Steuben","3500+","450"
"2009","11a","Steuben","3000-3499","407"
"2009","11a","Steuben","2500-2999","182"
"2009","11a","Steuben","2000-2499","44"
"2009","11a","Steuben","1500-1999","14"
"2009","11a","Steuben","1000-1499","7"
"2009","11a","Steuben","Under 1000","12"
"2009","11a","St Lawrence","3500+","471"
"2009","11a","St Lawrence","Under 1000","5"
"2009","11a","St Lawrence","Total","1,191"
"2009","11a","St Lawrence","1000-1499","9"
"2009","11a","St Lawrence","1500-1999","16"
"2009","11a","St Lawrence","2000-2499","66"
"2009","11a","St Lawrence","2500-2999","182"
"2009","11a","St Lawrence","3000-3499","413"
"2009","11a","St Lawrence","Unknown","29"
"2009","11a","Suffolk","Total","17,183"
"2009","11a","Suffolk","Under 1000","103"
"2009","11a","Suffolk","1000-1499","121"
"2009","11a","Suffolk","1500-1999","290"
"2009","11a","Suffolk","2000-2499","810"
"2009","11a","Suffolk","2500-2999","2,943"
"2009","11a","Suffolk","3000-3499","6,752"
"2009","11a","Suffolk","3500+","6,162"
"2009","11a","Suffolk","Unknown","2"
"2009","11a","Sullivan","Total","861"
"2009","11a","Sullivan","Under 1000","9"
"2009","11a","Sullivan","1000-1499","7"
"2009","11a","Sullivan","1500-1999","12"
"2009","11a","Sullivan","2000-2499","45"
"2009","11a","Sullivan","2500-2999","166"
"2009","11a","Sullivan","3000-3499","343"
"2009","11a","Sullivan","3500+","279"
"2009","11a","Sullivan","Unknown","0"
"2009","11a","Tioga","Total","429"
"2009","11a","Tioga","Unknown","0"
"2009","11a","Tioga","3500+","176"
"2009","11a","Tioga","3000-3499","156"
"2009","11a","Tioga","2500-2999","64"
"2009","11a","Tioga","2000-2499","21"
"2009","11a","Tioga","1500-1999","8"
"2009","11a","Tioga","1000-1499","2"
"2009","11a","Tioga","Under 1000","2"
"2009","11a","Tompkins","Unknown","1"
"2009","11a","Tompkins","3500+","372"
"2009","11a","Tompkins","3000-3499","357"
"2009","11a","Tompkins","2500-2999","131"
"2009","11a","Tompkins","2000-2499","31"
"2009","11a","Tompkins","1500-1999","16"
"2009","11a","Tompkins","1000-1499","5"
"2009","11a","Tompkins","Under 1000","5"
"2009","11a","Tompkins","Total","918"
"2009","11a","Ulster","Under 1000","8"
"2009","11a","Ulster","Total","1,706"
"2009","11a","Ulster","1000-1499","15"
"2009","11a","Ulster","1500-1999","24"
"2009","11a","Ulster","2000-2499","67"
"2009","11a","Ulster","2500-2999","284"
"2009","11a","Ulster","3000-3499","607"
"2009","11a","Ulster","3500+","701"
"2009","11a","Ulster","Unknown","0"
"2009","11a","Warren","Total","640"
"2009","11a","Warren","Under 1000","2"
"2009","11a","Warren","1000-1499","1"
"2009","11a","Warren","1500-1999","4"
"2009","11a","Warren","2000-2499","41"
"2009","11a","Warren","2500-2999","96"
