"Year","Table","County","Birth Weight in Grams","Number of Live Births"
"2014","11a","Montgomery","Under 1000","6"
"2014","11a","Montgomery","3500+","249"
"2014","11a","Montgomery","2000-2499","22"
"2014","11a","Montgomery","2500-2999","116"
"2014","11a","Montgomery","Total","621"
"2014","11a","Montgomery","1500-1999","10"
"2014","11a","Nassau","2500-2999","2,490"
"2014","11a","Nassau","3500+","5,056"
"2014","11a","Nassau","1000-1499","100"
"2014","11a","Nassau","3000-3499","5,637"
"2014","11a","Nassau","2000-2499","726"
"2014","11a","Nassau","1500-1999","242"
"2014","11a","Nassau","Total","14,339"
"2014","11a","Nassau","Under 1000","88"
"2014","11a","Nassau","Unknown","0"
"2014","11a","New York","3000-3499","7,439"
"2014","11a","New York","2500-2999","3,711"
"2014","11a","New York","1000-1499","143"
"2014","11a","New York","Unknown","0"
"2014","11a","New York","1500-1999","318"
"2014","11a","New York","Total","18,356"
"2014","11a","New York","3500+","5,692"
"2014","11a","New York","2000-2499","950"
"2014","11a","New York","Under 1000","103"
"2014","11a","New York City","1500-1999","1,836"
"2014","11a","New York City","2500-2999","23,596"
"2014","11a","New York City","3000-3499","47,237"
"2014","11a","New York City","3500+","36,879"
"2014","11a","New York City","2000-2499","5,870"
"2014","11a","New York City","Total","117,099"
"2014","11a","New York City","Under 1000","727"
"2014","11a","New York City","1000-1499","951"
"2014","11a","New York City","Unknown","3"
"2014","11a","New York State","Under 1000","1,529"
"2014","11a","New York State","2500-2999","43,739"
"2014","11a","New York State","Total","238,000"
"2014","11a","New York State","1000-1499","1,794"
"2014","11a","New York State","Unknown","323"
"2014","11a","New York State","2000-2499","11,670"
"2014","11a","New York State","3000-3499","92,351"
"2014","11a","New York State","3500+","82,943"
"2014","11a","New York State","1500-1999","3,651"
"2014","11a","Niagara","Unknown","2"
"2014","11a","Niagara","2500-2999","398"
"2014","11a","Niagara","2000-2499","95"
"2014","11a","Niagara","3000-3499","841"
"2014","11a","Niagara","Under 1000","20"
"2014","11a","Niagara","3500+","763"
"2014","11a","Niagara","1500-1999","34"
"2014","11a","Niagara","Total","2,165"
"2014","11a","Niagara","1000-1499","12"
"2014","11a","Oneida","2500-2999","428"
"2014","11a","Oneida","Total","2,495"
"2014","11a","Oneida","3000-3499","867"
"2014","11a","Oneida","1000-1499","19"
"2014","11a","Oneida","Unknown","1"
"2014","11a","Oneida","2000-2499","110"
"2014","11a","Oneida","3500+","1,016"
"2014","11a","Oneida","1500-1999","33"
"2014","11a","Oneida","Under 1000","21"
"2014","11a","Onondaga","1500-1999","82"
"2014","11a","Onondaga","2000-2499","266"
"2014","11a","Onondaga","3000-3499","1,912"
"2014","11a","Onondaga","1000-1499","43"
"2014","11a","Onondaga","2500-2999","820"
"2014","11a","Onondaga","Under 1000","39"
"2014","11a","Onondaga","Unknown","1"
"2014","11a","Onondaga","Total","5,291"
"2014","11a","Onondaga","3500+","2,128"
"2014","11a","Ontario","2500-2999","160"
"2014","11a","Ontario","Total","1,084"
"2014","11a","Ontario","3500+","473"
"2014","11a","Ontario","3000-3499","365"
"2014","11a","Ontario","Unknown","4"
"2014","11a","Ontario","Under 1000","6"
"2014","11a","Ontario","1500-1999","13"
"2014","11a","Ontario","2000-2499","57"
"2014","11a","Ontario","1000-1499","6"
"2014","11a","Orange","1500-1999","72"
"2014","11a","Orange","3000-3499","1,837"
"2014","11a","Orange","2000-2499","208"
"2014","11a","Orange","2500-2999","803"
"2014","11a","Orange","1000-1499","21"
"2014","11a","Orange","Total","4,856"
"2014","11a","Orange","Under 1000","32"
"2014","11a","Orange","Unknown","6"
"2014","11a","Orange","3500+","1,877"
"2014","11a","Orleans","Unknown","0"
"2014","11a","Orleans","Under 1000","5"
"2014","11a","Orleans","3000-3499","146"
"2014","11a","Orleans","1500-1999","5"
"2014","11a","Orleans","1000-1499","6"
"2014","11a","Orleans","2500-2999","49"
"2014","11a","Orleans","2000-2499","25"
"2014","11a","Orleans","3500+","184"
"2014","11a","Orleans","Total","420"
"2014","11a","Oswego","Under 1000","4"
"2014","11a","Oswego","1500-1999","13"
"2014","11a","Oswego","Total","1,269"
"2014","11a","Oswego","3000-3499","455"
"2014","11a","Oswego","2000-2499","71"
"2014","11a","Oswego","3500+","520"
"2014","11a","Oswego","Unknown","5"
"2014","11a","Oswego","2500-2999","195"
"2014","11a","Oswego","1000-1499","6"
"2014","11a","Otsego","Under 1000","2"
"2014","11a","Otsego","3000-3499","180"
"2014","11a","Otsego","2000-2499","22"
"2014","11a","Otsego","Unknown","7"
"2014","11a","Otsego","2500-2999","93"
"2014","11a","Otsego","1500-1999","11"
"2014","11a","Otsego","Total","540"
"2014","11a","Otsego","1000-1499","0"
"2014","11a","Otsego","3500+","225"
"2014","11a","Putnam","1000-1499","6"
"2014","11a","Putnam","Total","825"
"2014","11a","Putnam","2500-2999","132"
"2014","11a","Putnam","2000-2499","43"
"2014","11a","Putnam","3000-3499","314"
"2014","11a","Putnam","Unknown","4"
"2014","11a","Putnam","Under 1000","5"
"2014","11a","Putnam","3500+","308"
"2014","11a","Putnam","1500-1999","13"
"2014","11a","Queens","2500-2999","6,056"
"2014","11a","Queens","1000-1499","228"
"2014","11a","Queens","3500+","9,429"
"2014","11a","Queens","Unknown","1"
"2014","11a","Queens","Total","30,362"
"2014","11a","Queens","2000-2499","1,536"
"2014","11a","Queens","3000-3499","12,478"
"2014","11a","Queens","1500-1999","466"
"2014","11a","Queens","Under 1000","168"
"2014","11a","Rensselaer","3500+","694"
"2014","11a","Rensselaer","1000-1499","9"
"2014","11a","Rensselaer","Under 1000","16"
"2014","11a","Rensselaer","1500-1999","28"
"2014","11a","Rensselaer","Unknown","1"
"2014","11a","Rensselaer","2500-2999","242"
"2014","11a","Rensselaer","3000-3499","586"
"2014","11a","Rensselaer","Total","1,648"
"2014","11a","Rensselaer","2000-2499","72"
"2014","11a","Rest of State","Unknown","320"
"2014","11a","Rest of State","1000-1499","843"
"2014","11a","Rest of State","2000-2499","5,800"
"2014","11a","Rest of State","1500-1999","1,815"
"2014","11a","Rest of State","Under 1000","802"
"2014","11a","Rest of State","3000-3499","45,114"
"2014","11a","Rest of State","3500+","46,064"
"2014","11a","Rest of State","Total","120,901"
"2014","11a","Rest of State","2500-2999","20,143"
"2014","11a","Richmond","Unknown","1"
"2014","11a","Richmond","Under 1000","32"
"2014","11a","Richmond","2500-2999","985"
"2014","11a","Richmond","Total","5,326"
"2014","11a","Richmond","1000-1499","35"
"2014","11a","Richmond","2000-2499","270"
"2014","11a","Richmond","3500+","1,790"
"2014","11a","Richmond","3000-3499","2,136"
"2014","11a","Richmond","1500-1999","77"
"2014","11a","Rockland","1000-1499","19"
"2014","11a","Rockland","2000-2499","212"
"2014","11a","Rockland","Total","5,170"
"2014","11a","Rockland","3500+","2,041"
"2014","11a","Rockland","1500-1999","60"
"2014","11a","Rockland","3000-3499","1,976"
"2014","11a","Rockland","2500-2999","837"
"2014","11a","Rockland","Under 1000","23"
"2014","11a","Rockland","Unknown","2"
"2014","11a","Saratoga","Total","2,235"
"2014","11a","Saratoga","2000-2499","89"
"2014","11a","Saratoga","Unknown","2"
"2014","11a","Saratoga","1000-1499","17"
"2014","11a","Saratoga","1500-1999","23"
"2014","11a","Saratoga","3500+","988"
"2014","11a","Saratoga","2500-2999","316"
"2014","11a","Saratoga","Under 1000","13"
"2014","11a","Saratoga","3000-3499","787"
"2014","11a","Schenectady","2000-2499","90"
"2014","11a","Schenectady","Under 1000","17"
"2014","11a","Schenectady","Total","1,821"
"2014","11a","Schenectady","2500-2999","308"
"2014","11a","Schenectady","Unknown","2"
"2014","11a","Schenectady","1000-1499","20"
"2014","11a","Schenectady","3500+","672"
"2014","11a","Schenectady","1500-1999","22"
"2014","11a","Schenectady","3000-3499","690"
"2014","11a","Schoharie","Under 1000","3"
"2014","11a","Schoharie","3000-3499","77"
"2014","11a","Schoharie","2500-2999","46"
"2014","11a","Schoharie","Unknown","1"
"2014","11a","Schoharie","3500+","114"
"2014","11a","Schoharie","Total","260"
"2014","11a","Schoharie","1000-1499","2"
"2014","11a","Schoharie","2000-2499","13"
"2014","11a","Schoharie","1500-1999","4"
"2014","11a","Schuyler","Unknown","0"
"2014","11a","Schuyler","3500+","75"
"2014","11a","Schuyler","Under 1000","1"
"2014","11a","Schuyler","3000-3499","53"
"2014","11a","Schuyler","1500-1999","6"
"2014","11a","Schuyler","Total","168"
"2014","11a","Schuyler","2500-2999","22"
"2014","11a","Schuyler","2000-2499","10"
"2014","11a","Schuyler","1000-1499","1"
"2014","11a","Seneca","3000-3499","134"
"2014","11a","Seneca","1500-1999","3"
"2014","11a","Seneca","1000-1499","1"
"2014","11a","Seneca","2000-2499","19"
"2014","11a","Seneca","Under 1000","0"
"2014","11a","Seneca","2500-2999","75"
"2014","11a","Seneca","Total","388"
"2014","11a","Seneca","3500+","152"
"2014","11a","Seneca","Unknown","4"
"2014","11a","Steuben","2000-2499","45"
"2014","11a","Steuben","2500-2999","172"
"2014","11a","Steuben","3000-3499","404"
"2014","11a","Steuben","1500-1999","9"
"2014","11a","Steuben","3500+","427"
"2014","11a","Steuben","1000-1499","11"
"2014","11a","Steuben","Under 1000","5"
"2014","11a","Steuben","Total","1,074"
"2014","11a","Steuben","Unknown","1"
"2014","11a","St Lawrence","2500-2999","179"
"2014","11a","St Lawrence","3000-3499","406"
"2014","11a","St Lawrence","Total","1,137"
"2014","11a","St Lawrence","3500+","450"
"2014","11a","St Lawrence","1000-1499","5"
"2014","11a","St Lawrence","1500-1999","15"
"2014","11a","St Lawrence","Under 1000","3"
"2014","11a","St Lawrence","2000-2499","43"
"2014","11a","St Lawrence","Unknown","36"
"2014","11a","Suffolk","2500-2999","2,705"
"2014","11a","Suffolk","2000-2499","769"
"2014","11a","Suffolk","1000-1499","108"
"2014","11a","Suffolk","Under 1000","78"
"2014","11a","Suffolk","1500-1999","232"
"2014","11a","Suffolk","3500+","5,713"
"2014","11a","Suffolk","Total","15,568"
"2014","11a","Suffolk","3000-3499","5,962"
"2014","11a","Suffolk","Unknown","1"
"2014","11a","Sullivan","2000-2499","52"
"2014","11a","Sullivan","Total","785"
"2014","11a","Sullivan","1500-1999","10"
"2014","11a","Sullivan","Under 1000","5"
"2014","11a","Sullivan","Unknown","1"
"2014","11a","Sullivan","2500-2999","140"
"2014","11a","Sullivan","3000-3499","305"
"2014","11a","Sullivan","1000-1499","4"
"2014","11a","Sullivan","3500+","268"
"2014","11a","Tioga","3000-3499","195"
"2014","11a","Tioga","2500-2999","65"
"2014","11a","Tioga","2000-2499","29"
"2014","11a","Tioga","Total","518"
"2014","11a","Tioga","Unknown","0"
"2014","11a","Tioga","3500+","224"
"2014","11a","Tioga","1500-1999","4"
"2014","11a","Tioga","Under 1000","1"
"2014","11a","Tioga","1000-1499","0"
"2014","11a","Tompkins","2000-2499","25"
"2014","11a","Tompkins","3500+","359"
"2014","11a","Tompkins","3000-3499","324"
"2014","11a","Tompkins","1500-1999","11"
"2014","11a","Tompkins","2500-2999","126"
"2014","11a","Tompkins","Total","856"
"2014","11a","Tompkins","Unknown","1"
"2014","11a","Tompkins","Under 1000","2"
"2014","11a","Tompkins","1000-1499","8"
"2014","11a","Ulster","2000-2499","65"
"2014","11a","Ulster","Under 1000","13"
"2014","11a","Ulster","1500-1999","30"
"2014","11a","Ulster","Unknown","2"
"2014","11a","Ulster","Total","1,525"
"2014","11a","Ulster","3000-3499","552"
"2014","11a","Ulster","2500-2999","200"
"2014","11a","Ulster","3500+","651"
"2014","11a","Ulster","1000-1499","12"
"2014","11a","Warren","Under 1000","2"
"2014","11a","Warren","Total","567"
"2014","11a","Warren","3500+","236"
"2014","11a","Warren","1500-1999","4"
"2014","11a","Warren","1000-1499","4"
"2014","11a","Warren","3000-3499","211"
"2014","11a","Warren","2000-2499","22"
"2014","11a","Warren","2500-2999","88"
"2014","11a","Warren","Unknown","0"
"2014","11a","Washington","3000-3499","189"
"2014","11a","Washington","Total","585"
"2014","11a","Washington","Under 1000","1"
"2014","11a","Washington","1500-1999","5"
"2014","11a","Washington","1000-1499","4"
"2014","11a","Washington","3500+","265"
"2014","11a","Washington","2500-2999","95"
"2014","11a","Washington","Unknown","0"
"2014","11a","Washington","2000-2499","26"
"2014","11a","Wayne","3500+","420"
"2014","11a","Wayne","Total","970"
"2014","11a","Wayne","1000-1499","9"
"2014","11a","Wayne","2000-2499","40"
"2014","11a","Wayne","Under 1000","4"
"2014","11a","Wayne","1500-1999","17"
"2014","11a","Wayne","2500-2999","147"
"2014","11a","Wayne","Unknown","2"
"2014","11a","Wayne","3000-3499","331"
"2014","11a","Westchester","Total","10,641"
"2014","11a","Westchester","3000-3499","4,235"
"2014","11a","Westchester","Under 1000","81"
"2014","11a","Westchester","1500-1999","178"
"2014","11a","Westchester","Unknown","5"
"2014","11a","Westchester","1000-1499","68"
"2014","11a","Westchester","3500+","3,683"
"2014","11a","Westchester","2500-2999","1,826"
"2014","11a","Westchester","2000-2499","565"
"2014","11a","Wyoming","Under 1000","0"
"2014","11a","Wyoming","3500+","172"
"2014","11a","Wyoming","Unknown","1"
"2014","11a","Wyoming","1000-1499","0"
"2014","11a","Wyoming","3000-3499","131"
"2014","11a","Wyoming","1500-1999","7"
"2014","11a","Wyoming","Total","390"
"2014","11a","Wyoming","2500-2999","61"
"2014","11a","Wyoming","2000-2499","18"
"2014","11a","Yates","1000-1499","0"
"2014","11a","Yates","2000-2499","11"
"2014","11a","Yates","2500-2999","34"
"2014","11a","Yates","3500+","138"
"2014","11a","Yates","3000-3499","91"
"2014","11a","Yates","Total","283"
"2014","11a","Yates","1500-1999","2"
"2014","11a","Yates","Unknown","6"
"2014","11a","Yates","Under 1000","1"
"2013","11a","Albany","Unknown","1"
"2013","11a","Albany","Under 1000","39"
"2013","11a","Albany","1000-1499","25"
"2013","11a","Albany","1500-1999","53"
"2013","11a","Albany","2000-2499","152"
"2013","11a","Albany","Total","3,137"
"2013","11a","Albany","2500-2999","534"
"2013","11a","Albany","3000-3499","1,120"
"2013","11a","Albany","3500+","1,213"
"2013","11a","Allegany","Under 1000","2"
"2013","11a","Allegany","Total","473"
"2013","11a","Allegany","Unknown","9"
"2013","11a","Allegany","3500+","174"
"2013","11a","Allegany","3000-3499","182"
"2013","11a","Allegany","2500-2999","81"
"2013","11a","Allegany","2000-2499","22"
"2013","11a","Allegany","1500-1999","3"
"2013","11a","Allegany","1000-1499","0"
"2013","11a","Bronx","3500+","6,507"
"2013","11a","Bronx","Total","21,156"
"2013","11a","Bronx","Under 1000","196"
"2013","11a","Bronx","1000-1499","192"
"2013","11a","Bronx","1500-1999","381"
"2013","11a","Bronx","2000-2499","1,223"
"2013","11a","Bronx","2500-2999","4,304"
"2013","11a","Bronx","3000-3499","8,353"
"2013","11a","Bronx","Unknown","0"
"2013","11a","Broome","3500+","770"
"2013","11a","Broome","Total","2,061"
"2013","11a","Broome","Under 1000","16"
"2013","11a","Broome","1000-1499","16"
"2013","11a","Broome","1500-1999","26"
"2013","11a","Broome","2000-2499","91"
"2013","11a","Broome","2500-2999","325"
"2013","11a","Broome","3000-3499","815"
"2013","11a","Broome","Unknown","2"
"2013","11a","Cattaraugus","Under 1000","10"
"2013","11a","Cattaraugus","Total","909"
"2013","11a","Cattaraugus","Unknown","84"
"2013","11a","Cattaraugus","3500+","275"
"2013","11a","Cattaraugus","3000-3499","336"
"2013","11a","Cattaraugus","2500-2999","146"
"2013","11a","Cattaraugus","2000-2499","43"
"2013","11a","Cattaraugus","1500-1999","9"
"2013","11a","Cattaraugus","1000-1499","6"
"2013","11a","Cayuga","Unknown","1"
"2013","11a","Cayuga","Total","741"
"2013","11a","Cayuga","1000-1499","5"
"2013","11a","Cayuga","1500-1999","13"
"2013","11a","Cayuga","Under 1000","7"
"2013","11a","Cayuga","2000-2499","30"
"2013","11a","Cayuga","2500-2999","91"
"2013","11a","Cayuga","3000-3499","270"
"2013","11a","Cayuga","3500+","324"
"2013","11a","Chautauqua","Under 1000","8"
"2013","11a","Chautauqua","Unknown","28"
"2013","11a","Chautauqua","3500+","429"
"2013","11a","Chautauqua","3000-3499","533"
"2013","11a","Chautauqua","2500-2999","246"
"2013","11a","Chautauqua","2000-2499","63"
"2013","11a","Chautauqua","1500-1999","25"
"2013","11a","Chautauqua","Total","1,340"
"2013","11a","Chautauqua","1000-1499","8"
"2013","11a","Chemung","Unknown","0"
"2013","11a","Chemung","Under 1000","5"
"2013","11a","Chemung","1000-1499","7"
"2013","11a","Chemung","1500-1999","17"
"2013","11a","Chemung","2000-2499","39"
"2013","11a","Chemung","2500-2999","153"
"2013","11a","Chemung","3000-3499","321"
"2013","11a","Chemung","3500+","396"
"2013","11a","Chemung","Total","938"
"2013","11a","Chenango","Unknown","2"
"2013","11a","Chenango","Total","499"
"2013","11a","Chenango","Under 1000","2"
"2013","11a","Chenango","1000-1499","1"
"2013","11a","Chenango","1500-1999","7"
"2013","11a","Chenango","2000-2499","21"
"2013","11a","Chenango","2500-2999","59"
"2013","11a","Chenango","3000-3499","184"
"2013","11a","Chenango","3500+","223"
"2013","11a","Clinton","Under 1000","0"
"2013","11a","Clinton","Total","730"
"2013","11a","Clinton","Unknown","1"
"2013","11a","Clinton","3500+","295"
"2013","11a","Clinton","3000-3499","255"
"2013","11a","Clinton","2500-2999","116"
"2013","11a","Clinton","2000-2499","44"
"2013","11a","Clinton","1500-1999","15"
"2013","11a","Clinton","1000-1499","4"
"2013","11a","Columbia","1000-1499","3"
"2013","11a","Columbia","Total","539"
"2013","11a","Columbia","Unknown","0"
"2013","11a","Columbia","3500+","217"
"2013","11a","Columbia","3000-3499","202"
"2013","11a","Columbia","2500-2999","87"
"2013","11a","Columbia","2000-2499","24"
"2013","11a","Columbia","1500-1999","4"
"2013","11a","Columbia","Under 1000","2"
"2013","11a","Cortland","Unknown","7"
"2013","11a","Cortland","Total","471"
"2013","11a","Cortland","Under 1000","3"
"2013","11a","Cortland","1000-1499","1"
"2013","11a","Cortland","1500-1999","6"
"2013","11a","Cortland","2000-2499","18"
"2013","11a","Cortland","2500-2999","78"
"2013","11a","Cortland","3000-3499","187"
"2013","11a","Cortland","3500+","171"
"2013","11a","Delaware","Under 1000","6"
"2013","11a","Delaware","Total","376"
"2013","11a","Delaware","Unknown","3"
"2013","11a","Delaware","3500+","156"
"2013","11a","Delaware","3000-3499","125"
"2013","11a","Delaware","2500-2999","57"
"2013","11a","Delaware","2000-2499","15"
"2013","11a","Delaware","1500-1999","12"
"2013","11a","Delaware","1000-1499","2"
